"ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","subtype"
44,50,76,80,12,66,56,8,38,22,40,58,26,72,54,98,88,10,62,96,44,70,64,28,30,34,32,84,78,24,2,60,92,100,36,86,82,14,6,4,90,52,20,48,74,94,68,46,16,18,"BRCA.LumA"
14,42,68,80,30,78,56,4,44,36,52,54,32,58,26,84,96,12,2,90,18,72,40,34,82,94,98,76,74,24,6,62,88,92,46,60,86,20,10,8,48,66,38,64,70,100,16,50,28,22,"BRCA.LumA"
34,44,82,92,58,78,76,16,62,32,12,72,40,60,10,90,88,18,50,96,22,80,54,38,4,6,8,86,84,30,2,70,100,98,56,64,42,48,24,20,36,28,68,46,14,94,74,52,66,26,"BRCA.LumA"
20,38,56,84,34,80,72,4,42,24,30,78,28,64,10,86,100,6,32,94,8,62,22,48,76,88,96,82,74,36,2,68,90,92,66,50,60,18,26,16,70,44,46,54,14,98,12,40,58,52,"BRCA.LumA"
14,52,80,88,48,76,64,12,50,60,40,74,22,72,4,90,98,16,20,96,6,78,56,54,38,30,42,94,82,46,2,68,92,86,34,70,84,24,18,10,62,26,36,66,32,100,8,58,44,28,"BRCA.LumA"
14,64,54,34,40,60,36,4,52,58,82,70,50,56,38,94,96,24,6,92,8,48,30,44,68,78,74,88,86,26,2,84,90,100,72,80,12,10,20,16,76,62,32,66,28,98,22,18,46,42,"BRCA.LumA"
28,40,72,84,16,66,52,4,38,24,58,62,20,68,44,96,98,6,30,92,42,64,60,32,80,74,76,90,78,14,12,54,94,86,22,82,70,8,10,2,46,48,18,50,88,100,56,34,36,26,"BRCA.LumA"
34,22,70,92,58,62,64,10,52,46,18,74,38,84,6,90,98,16,12,94,8,50,68,48,36,30,20,88,80,42,4,76,86,96,54,78,82,26,24,28,60,14,40,72,44,100,2,56,66,32,"BRCA.LumA"
48,32,96,82,46,80,70,8,28,40,22,68,24,66,2,88,92,14,72,90,12,74,42,20,54,64,58,86,78,26,4,62,98,94,34,76,84,18,16,10,6,38,50,60,30,100,52,36,44,56,"BRCA.LumA"
22,70,82,50,38,74,60,10,54,24,36,76,56,68,20,92,96,30,58,98,26,62,28,42,2,8,6,80,78,44,4,84,94,100,66,72,90,18,16,12,86,32,34,64,52,88,14,40,46,48,"BRCA.LumA"
12,60,88,78,20,56,72,6,54,26,28,86,36,50,10,80,94,18,2,92,14,32,24,42,68,40,62,64,70,22,4,82,90,84,44,66,96,34,30,8,98,52,46,76,74,100,16,58,48,38,"BRCA.LumA"
40,24,82,70,56,86,76,10,46,30,16,54,28,62,4,94,98,18,4,90,8,74,52,48,64,58,26,80,78,20,6,66,92,88,34,32,96,38,22,14,42,84,72,68,12,100,60,36,50,44,"BRCA.LumA"
58,46,98,84,56,78,70,14,38,50,10,68,34,76,4,88,96,12,60,94,18,74,62,42,6,20,16,90,82,26,2,66,92,72,28,80,48,40,22,24,86,54,44,64,8,100,32,52,30,36,"BRCA.LumA"
60,36,92,88,18,86,56,16,38,32,12,64,34,78,50,84,94,14,8,90,54,80,62,26,10,2,4,74,82,20,6,58,96,76,24,72,66,28,52,22,98,70,42,44,68,100,48,46,30,40,"BRCA.LumA"
30,58,84,86,28,76,60,4,50,48,52,78,40,72,8,92,98,22,62,94,20,68,64,44,10,14,12,90,80,38,2,70,100,74,36,82,46,18,26,6,88,24,34,56,54,96,16,66,32,42,"BRCA.LumA"
12,54,60,68,56,82,58,2,52,14,48,84,36,76,46,90,92,18,38,96,8,66,40,34,72,74,78,32,80,22,4,86,94,100,42,64,70,10,26,6,16,28,30,62,88,98,20,24,44,50,"BRCA.LumA"
40,24,80,62,28,70,50,2,26,20,78,48,24,52,18,90,84,12,32,82,58,54,60,12,100,96,94,64,68,8,72,46,88,76,30,66,86,14,6,4,56,74,38,36,98,92,42,44,16,34,"BRCA.LumA"
20,60,98,90,42,62,56,16,26,58,38,76,34,70,6,96,88,32,66,84,4,48,52,28,8,12,22,92,74,54,2,78,94,86,68,82,72,24,18,14,80,46,30,44,10,100,36,64,50,40,"BRCA.LumA"
34,44,72,66,10,82,48,2,24,40,58,62,36,70,26,86,90,18,14,94,28,68,46,22,78,80,76,84,74,32,8,60,98,96,38,52,92,6,20,4,88,54,12,56,64,100,16,42,30,50,"BRCA.LumA"
22,36,68,82,10,72,46,6,42,28,30,58,32,64,38,96,98,8,52,90,20,62,40,44,80,60,74,86,76,18,6,70,88,84,50,78,92,24,12,2,66,54,34,56,94,100,16,48,26,14,"BRCA.LumA"
6,46,70,62,44,66,72,2,50,48,40,82,32,80,10,98,86,26,78,92,8,76,54,28,60,68,64,16,56,24,4,88,90,94,74,58,96,14,20,12,22,38,34,84,42,100,18,36,52,30,"BRCA.LumA"
64,52,90,92,46,80,70,10,56,50,14,72,42,82,12,68,100,24,28,96,18,78,60,48,6,8,6,16,84,34,2,76,94,86,26,88,36,40,38,22,30,66,62,74,20,98,32,58,54,44,"BRCA.LumA"
38,58,86,78,26,76,60,82,54,42,14,70,36,52,8,92,98,24,62,94,18,66,68,56,4,10,2,90,84,34,12,74,100,88,46,72,22,48,28,20,16,64,32,50,6,96,44,80,40,30,"BRCA.LumA"
14,42,72,86,20,82,50,6,44,28,52,66,30,64,18,90,98,10,2,92,22,76,42,26,74,70,68,84,80,16,4,62,88,100,38,54,94,24,12,8,78,60,36,48,58,96,56,46,34,32,"BRCA.LumA"
34,56,74,82,32,78,60,12,48,52,16,72,40,76,22,92,100,40,10,94,14,66,62,42,2,6,8,86,80,36,6,70,90,98,64,68,88,18,50,26,84,24,30,58,28,96,20,46,44,54,"BRCA.LumA"
46,34,68,80,6,56,44,18,30,26,64,54,12,62,60,94,96,2,32,98,52,66,58,24,86,74,88,78,72,16,38,42,90,76,20,70,84,8,10,4,82,50,22,28,92,100,48,40,14,36,"BRCA.LumA"
50,44,90,86,48,64,62,22,28,56,74,70,46,76,10,98,96,26,16,92,12,72,84,24,2,18,6,88,82,20,8,60,94,80,42,78,68,30,36,14,32,34,40,58,6,100,66,52,38,54,"BRCA.LumA"
20,62,64,76,44,78,66,14,36,68,54,80,48,72,10,94,98,24,6,92,8,56,42,40,46,52,58,88,86,18,4,82,90,96,60,74,50,16,22,12,84,28,32,70,30,100,2,38,34,26,"BRCA.LumA"
32,40,72,78,14,64,36,2,22,26,68,58,18,70,50,98,96,8,60,92,46,66,56,20,86,80,84,62,74,10,38,52,76,88,42,82,90,6,12,4,48,54,24,44,94,100,16,28,34,30,"BRCA.LumA"
34,66,74,82,20,72,58,4,54,30,36,80,38,68,18,88,92,12,10,94,8,70,64,50,32,14,16,84,78,24,2,76,98,90,26,62,86,28,42,6,96,60,22,52,46,100,48,56,44,40,"BRCA.LumA"
40,68,66,74,46,70,76,8,58,28,24,78,44,82,36,94,92,16,62,96,12,72,30,54,6,18,4,86,98,34,2,84,88,100,52,64,48,26,22,20,14,32,42,80,60,90,10,56,50,38,"BRCA.LumA"
46,38,78,82,14,76,48,4,36,30,52,56,28,68,50,94,86,10,16,90,26,72,60,32,58,66,64,84,80,22,2,62,92,100,34,74,88,12,8,6,98,42,20,40,54,96,70,44,18,24,"BRCA.LumA"
40,36,88,70,50,82,64,8,48,16,38,54,24,14,2,84,90,10,4,86,18,60,42,28,92,80,74,76,72,24,30,58,98,78,34,56,96,32,20,6,94,62,66,44,68,100,12,46,26,52,"BRCA.LumA"
14,44,66,84,32,50,68,16,48,58,64,74,34,76,24,90,100,10,6,86,8,54,46,42,70,78,80,92,94,26,4,82,88,62,52,72,40,18,12,30,96,28,22,60,56,98,2,38,36,20,"BRCA.LumA"
24,48,58,72,6,66,54,4,44,16,78,74,20,70,42,100,94,10,26,92,32,50,90,34,82,88,84,40,76,28,14,68,86,98,46,62,56,22,12,8,60,52,30,64,80,96,2,38,36,18,"BRCA.LumA"
34,18,78,68,22,76,64,6,32,26,56,60,24,52,4,92,100,12,42,94,28,72,54,20,88,82,80,58,74,14,10,50,96,90,36,62,84,30,16,2,86,66,46,48,70,98,8,44,38,40,"BRCA.LumA"
48,34,78,74,50,86,72,10,44,54,22,80,40,68,4,90,100,14,12,94,6,84,58,52,46,18,30,76,82,26,2,70,96,92,60,28,98,20,32,16,8,42,64,56,24,88,38,36,62,66,"BRCA.LumA"
26,48,72,82,16,66,62,4,42,24,64,76,18,80,8,88,98,14,36,96,6,68,52,30,58,70,60,90,84,20,2,54,86,100,46,78,74,32,22,10,94,28,34,40,12,92,44,56,50,38,"BRCA.LumA"
42,44,82,86,16,64,50,6,28,40,68,58,14,70,52,96,98,12,2,90,32,66,60,26,80,76,78,88,72,34,18,54,94,84,36,62,92,24,8,10,48,56,20,46,74,100,4,38,22,30,"BRCA.LumA"
12,52,70,78,32,66,56,4,50,36,54,80,38,74,14,88,90,22,8,94,10,58,40,44,62,68,64,92,76,28,2,72,86,100,42,82,84,18,20,6,98,16,30,60,46,96,24,48,26,34,"BRCA.LumA"
24,42,72,78,18,68,48,4,38,22,32,64,30,70,56,90,96,10,46,92,44,74,40,26,52,80,88,84,76,12,2,60,86,98,36,62,94,16,8,6,82,54,14,58,66,100,28,50,34,20,"BRCA.LumA"
24,44,62,78,18,60,52,4,38,30,54,70,22,68,64,100,72,8,66,98,34,58,46,32,80,56,82,86,84,10,16,74,88,94,50,76,28,12,6,2,90,40,20,48,96,92,36,42,26,14,"BRCA.LumA"
10,46,64,94,12,66,52,2,34,42,68,62,32,72,40,82,86,26,6,92,24,54,38,28,84,96,88,80,74,16,8,70,90,98,48,78,76,36,22,4,50,58,20,56,60,100,30,18,44,14,"BRCA.LumA"
14,40,68,74,16,44,60,4,42,84,36,80,28,58,2,100,94,24,22,96,8,48,90,20,76,66,70,86,72,30,6,64,88,92,54,56,82,18,32,12,78,26,38,34,52,98,10,46,62,50,"BRCA.LumA"
60,50,86,94,12,80,64,6,46,48,20,62,42,78,16,90,98,8,4,96,34,72,66,44,22,40,18,76,82,10,2,68,92,84,38,88,70,30,24,14,54,74,26,56,28,100,58,52,36,32,"BRCA.LumA"
36,48,80,84,28,78,54,6,20,32,22,72,38,68,16,92,88,12,4,90,24,70,50,18,62,56,58,86,82,26,2,64,98,94,42,76,96,14,10,8,60,66,46,52,74,100,40,44,30,34,"BRCA.LumA"
44,40,78,84,18,80,46,6,30,28,50,62,20,74,54,90,98,14,42,96,24,72,56,32,58,70,68,86,82,22,2,60,92,94,38,48,88,10,12,4,66,64,8,52,76,100,34,36,16,26,"BRCA.LumA"
18,50,82,84,42,70,60,4,48,52,56,68,40,74,12,98,100,34,30,94,24,62,66,44,16,10,14,76,86,26,2,64,92,88,46,78,72,28,20,10,90,6,36,54,22,96,80,58,38,32,"BRCA.LumA"
36,44,74,58,12,70,52,2,42,10,68,66,22,64,34,88,100,16,50,94,26,72,46,38,92,80,86,78,76,18,28,62,96,84,40,54,82,6,14,4,48,56,32,60,98,90,8,30,24,20,"BRCA.LumA"
14,44,80,84,26,70,50,4,48,40,30,66,42,74,38,92,98,12,20,96,10,60,36,34,72,64,76,86,78,18,8,68,94,90,46,54,88,22,16,6,58,62,28,56,82,100,2,52,32,24,"BRCA.LumA"
18,56,68,78,44,80,66,4,60,46,48,76,22,82,14,94,98,20,6,90,8,70,62,38,50,42,52,86,84,26,2,72,88,100,58,32,74,12,16,10,92,30,40,64,54,96,36,34,28,24,"BRCA.LumA"
30,52,78,86,36,64,66,8,48,28,38,70,32,80,6,88,96,12,20,92,10,58,68,46,40,24,18,84,76,26,4,72,82,90,34,54,98,22,62,14,94,42,44,74,16,100,2,60,50,56,"BRCA.LumA"
40,34,76,88,10,56,44,2,28,48,66,62,24,60,52,94,96,14,22,92,42,64,54,26,82,72,78,68,70,18,20,58,86,98,32,80,90,12,6,4,74,50,10,46,84,100,30,38,16,36,"BRCA.LumA"
16,46,70,80,42,68,48,4,40,32,52,60,36,86,56,76,96,20,10,92,22,66,38,28,58,34,64,82,84,18,6,74,88,98,44,72,90,12,14,8,78,54,24,62,94,100,2,50,30,26,"BRCA.LumA"
22,56,88,82,20,70,52,8,44,34,76,78,28,66,64,84,96,10,6,94,4,42,60,38,50,48,80,90,68,24,2,74,92,36,58,86,72,16,14,12,98,46,18,54,62,100,40,32,30,26,"BRCA.LumA"
20,50,78,86,28,70,30,16,40,48,42,80,44,64,4,90,100,10,8,94,6,72,56,38,58,68,54,88,92,32,2,60,76,98,62,84,82,22,46,12,14,36,24,52,18,96,26,74,34,66,"BRCA.LumA"
50,24,82,80,32,42,66,8,34,36,16,62,22,70,2,94,98,14,12,92,10,78,68,26,72,60,58,86,76,18,4,52,96,88,28,64,90,20,46,6,84,74,40,54,44,100,38,56,30,48,"BRCA.LumA"
16,54,56,68,44,74,64,6,42,14,34,86,30,80,36,88,90,22,8,94,12,78,38,26,40,62,66,70,84,46,4,82,92,98,60,52,96,20,18,10,48,50,32,76,72,100,2,24,58,28,"BRCA.LumA"
26,46,84,86,48,58,72,10,56,38,54,76,44,68,12,94,96,22,20,98,14,70,62,52,2,8,4,88,80,36,6,78,90,100,60,74,82,40,34,18,24,30,50,42,16,92,28,66,64,32,"BRCA.LumA"
42,46,70,74,20,62,58,8,44,18,48,66,24,64,22,96,98,16,10,92,6,80,34,28,72,82,78,84,76,26,4,60,94,86,50,52,88,14,12,2,90,54,32,56,68,100,38,40,36,30,"BRCA.LumA"
14,52,66,56,38,72,42,8,44,88,54,76,34,62,18,100,86,16,36,96,6,74,94,32,48,68,50,84,70,30,2,80,90,98,60,58,4,20,12,10,64,40,26,78,22,92,82,46,28,24,"BRCA.LumA"
16,52,60,64,34,74,58,4,48,44,42,72,24,76,12,86,98,20,6,88,22,68,32,46,78,84,90,82,96,26,2,56,80,92,50,70,66,14,10,18,94,62,36,54,40,100,8,28,38,30,"BRCA.LumA"
12,56,78,72,26,70,68,8,32,36,42,80,52,64,14,94,98,30,4,92,10,58,34,24,44,40,38,82,74,28,2,84,96,90,62,76,86,18,20,6,88,54,46,66,60,100,16,22,48,50,"BRCA.LumA"
18,12,92,60,68,88,74,26,64,28,34,56,38,30,8,90,94,40,42,86,14,80,46,48,20,58,16,6,78,36,2,82,96,98,76,22,72,44,32,10,54,66,84,70,4,100,24,50,52,62,"BRCA.LumA"
8,42,82,60,14,54,44,4,40,12,52,64,24,58,46,90,100,28,56,92,30,76,32,20,86,74,84,78,80,34,16,66,94,68,48,50,98,10,72,2,38,62,18,70,88,96,6,36,22,26,"BRCA.LumA"
14,50,62,52,22,78,64,2,34,40,60,70,26,66,48,94,88,20,12,98,18,58,44,36,86,82,84,80,72,16,4,74,92,56,38,68,90,8,10,6,76,42,32,54,96,100,28,24,46,30,"BRCA.LumA"
48,46,68,82,26,78,58,6,42,32,12,64,40,66,50,98,92,10,4,94,28,76,60,38,16,30,18,86,80,22,2,70,90,100,46,62,88,26,14,8,84,54,34,56,72,96,74,52,36,20,"BRCA.LumA"
32,38,64,84,18,72,50,4,44,14,52,76,28,82,36,90,98,22,8,94,16,66,54,34,70,58,62,86,78,24,6,74,92,88,42,56,96,12,10,2,68,48,26,60,80,100,46,40,30,20,"BRCA.LumA"
30,56,78,74,24,66,58,4,52,14,48,68,34,76,8,88,100,6,10,96,20,62,32,44,64,72,60,92,80,16,2,70,94,90,54,82,84,12,28,18,86,22,50,42,26,98,38,36,46,40,"BRCA.LumA"
12,52,46,74,26,40,48,4,38,36,64,82,30,54,44,96,88,16,68,94,14,50,32,34,78,84,80,76,62,24,2,90,72,100,60,86,66,18,6,8,92,22,10,58,70,98,28,56,42,20,"BRCA.LumA"
26,48,76,84,24,78,54,2,42,30,38,72,20,70,12,96,100,8,82,94,16,64,44,28,60,66,62,86,80,18,4,68,90,98,46,74,88,22,14,6,52,58,34,40,56,92,10,50,32,36,"BRCA.LumA"
44,24,76,78,10,70,54,2,38,36,58,52,20,62,14,94,98,6,28,96,22,66,56,26,92,88,86,80,74,12,46,48,90,68,18,64,84,16,8,4,72,60,42,40,82,100,34,50,32,30,"BRCA.LumA"
42,44,68,62,12,70,56,6,30,14,58,64,26,66,34,90,82,10,2,98,46,52,50,22,76,74,86,84,72,16,4,60,96,100,36,80,94,18,28,8,92,54,38,40,78,88,20,48,24,32,"BRCA.LumA"
14,40,58,80,22,68,70,6,54,30,56,82,34,72,28,90,96,24,2,94,10,66,36,48,46,8,42,92,78,26,16,84,88,98,76,64,74,20,18,12,86,44,38,60,62,100,4,50,52,32,"BRCA.LumA"
16,46,78,42,50,82,54,6,24,40,38,60,32,62,14,96,94,12,2,90,8,66,52,28,70,56,68,92,84,30,4,80,86,98,34,76,88,22,18,10,74,26,20,72,64,100,44,36,48,58,"BRCA.LumA"
26,44,64,92,34,70,62,4,42,16,66,68,38,76,10,88,98,14,8,94,6,72,48,40,60,78,56,84,80,22,2,82,90,100,58,86,54,28,20,14,32,36,46,74,24,96,18,50,52,30,"BRCA.LumA"
18,48,72,62,8,52,54,2,36,24,76,66,28,64,50,90,92,10,60,82,34,56,40,32,98,96,100,80,70,22,6,68,84,94,46,74,26,12,14,4,86,44,20,38,78,88,42,58,30,16,"BRCA.LumA"
24,64,72,66,20,84,54,6,34,44,90,82,40,76,28,98,80,26,4,94,14,62,68,32,46,42,2,48,86,30,12,78,92,100,58,60,70,16,22,38,8,88,18,56,10,96,74,52,36,50,"BRCA.LumA"
36,48,78,82,28,86,66,12,56,60,52,70,32,74,4,90,98,24,30,94,16,80,68,46,6,8,12,72,84,26,2,64,96,92,44,54,88,20,22,18,58,76,40,62,14,100,38,42,50,34,"BRCA.LumA"
20,48,66,70,12,74,46,2,34,32,68,60,22,54,38,96,94,6,42,86,36,62,52,24,82,78,76,84,72,10,8,56,92,98,26,64,88,16,18,4,90,58,30,50,80,100,44,40,14,28,"BRCA.LumA"
40,52,80,88,14,74,58,6,50,42,34,64,48,46,66,96,98,12,2,92,22,86,60,28,54,36,38,70,78,20,4,68,94,90,44,84,72,18,10,8,82,16,24,62,30,100,76,56,28,32,"BRCA.LumA"
38,36,62,84,8,58,42,6,26,20,72,50,16,64,76,90,92,2,54,86,52,56,48,30,88,68,96,74,80,12,46,60,82,94,28,78,44,10,14,4,66,70,22,32,100,98,40,34,24,18,"BRCA.LumA"
40,50,74,82,16,70,54,4,46,34,60,64,30,72,10,86,96,6,22,94,12,76,52,36,62,68,58,88,84,28,2,66,90,100,20,78,80,24,14,8,98,32,18,42,44,92,56,48,38,26,"BRCA.LumA"
28,44,76,72,24,58,54,2,16,32,66,74,12,68,48,94,82,34,6,80,30,52,50,20,88,90,92,64,70,26,14,60,96,98,56,84,62,10,22,8,78,46,18,40,86,100,4,42,38,36,"BRCA.LumA"
28,40,78,74,16,62,50,4,34,24,66,64,22,54,38,96,90,6,10,94,32,60,56,30,84,86,82,80,68,18,20,58,88,98,44,72,92,12,14,2,70,52,26,48,76,100,42,46,8,36,"BRCA.LumA"
36,34,88,92,24,80,66,2,56,14,26,68,42,74,18,90,98,6,22,96,44,82,70,30,60,52,64,84,76,20,8,72,94,86,46,78,54,10,12,4,52,58,32,48,62,100,16,40,38,28,"BRCA.LumA"
14,50,62,78,12,66,48,2,44,18,56,58,34,72,52,86,96,8,26,94,24,60,30,38,84,92,88,80,68,22,6,70,90,100,46,74,64,20,10,4,82,36,28,54,76,98,40,42,32,16,"BRCA.LumA"
30,38,64,70,10,62,44,2,18,26,72,54,24,66,46,94,90,16,52,88,28,58,60,22,86,96,84,80,68,12,32,48,98,74,34,76,78,4,20,8,92,56,6,42,82,100,50,40,14,36,"BRCA.LumA"
36,44,72,74,16,70,52,2,32,34,54,62,24,66,56,88,98,14,6,78,46,50,48,26,96,94,92,68,80,22,10,58,86,64,38,82,90,18,12,4,76,60,30,40,84,100,8,42,28,20,"BRCA.LumA"
14,48,70,74,24,72,50,2,44,8,58,68,32,56,42,82,100,10,4,94,16,64,28,30,78,80,88,66,76,20,12,62,96,86,38,60,92,18,22,6,84,52,26,46,90,98,54,40,34,36,"BRCA.LumA"
30,42,74,88,16,72,54,2,56,34,66,84,20,80,12,98,96,30,10,90,6,68,82,38,60,78,62,58,76,22,4,70,86,94,44,32,92,18,24,8,36,64,14,52,48,100,26,50,40,46,"BRCA.LumA"
30,42,70,74,14,62,56,2,44,36,48,68,24,58,32,92,96,12,4,94,16,60,52,40,80,82,88,86,64,18,8,66,98,78,34,84,90,20,22,10,76,54,38,50,72,100,6,46,26,28,"BRCA.LumA"
14,32,80,54,40,76,66,6,46,26,38,72,20,22,2,90,82,24,10,86,10,50,30,48,92,88,70,78,60,16,12,74,100,94,42,56,84,28,36,4,96,68,64,62,34,98,18,58,44,52,"BRCA.LumA"
16,54,80,82,32,70,60,8,64,36,48,84,40,74,12,96,94,18,26,88,10,76,68,56,46,52,38,42,98,34,2,78,92,90,62,72,86,24,28,22,6,14,30,58,20,100,4,44,66,50,"BRCA.LumA"
18,44,64,84,34,74,52,6,38,46,66,70,30,76,20,92,94,10,8,90,14,56,58,40,78,86,82,96,80,22,4,72,88,98,62,68,60,16,24,12,54,50,26,48,42,100,2,36,32,28,"BRCA.LumA"
52,32,84,88,8,70,42,12,36,18,58,56,24,72,54,90,92,10,6,98,40,80,66,30,86,74,76,60,82,26,2,64,96,94,34,68,48,16,14,4,50,62,22,46,78,100,44,38,20,28,"BRCA.LumA"
14,64,86,72,46,82,66,6,52,44,62,84,48,68,4,90,98,20,8,94,12,80,54,40,28,30,18,74,78,34,2,76,100,88,38,32,92,22,50,16,10,70,56,42,24,96,26,36,58,60,"BRCA.LumA"
46,72,80,78,18,74,58,8,44,26,60,62,40,68,16,88,96,12,14,94,24,76,66,22,12,38,4,82,84,36,2,64,90,98,32,56,92,20,28,6,86,54,42,52,50,100,70,48,30,34,"BRCA.LumA"
30,48,76,74,44,82,68,10,46,40,26,78,36,86,12,94,100,22,4,96,8,72,24,34,70,58,64,52,90,34,6,60,92,84,62,80,88,16,18,14,42,38,20,50,66,98,2,54,56,28,"BRCA.LumA"
24,64,72,34,16,84,66,4,44,50,68,56,36,48,80,98,10,14,46,94,12,76,52,38,78,90,82,42,86,40,6,74,92,100,60,54,20,18,8,28,2,32,26,70,58,96,88,62,22,30,"BRCA.LumA"
44,48,70,78,12,62,50,2,30,26,66,56,28,64,20,94,90,4,38,92,40,58,60,16,88,82,72,80,68,10,32,42,84,98,22,74,96,18,8,6,86,54,24,36,76,100,46,52,14,34,"BRCA.LumA"
40,18,86,62,38,84,60,2,26,30,36,52,12,44,6,94,90,10,32,88,34,66,56,28,82,80,70,78,68,14,16,50,100,92,22,72,96,24,8,4,74,76,46,54,64,98,58,42,20,48,"BRCA.LumA"
28,38,60,76,6,52,46,2,34,18,62,72,22,58,50,96,90,8,36,86,42,56,54,30,92,84,82,66,68,10,26,70,94,78,24,80,74,12,16,4,98,64,14,44,88,100,40,48,20,32,"BRCA.LumA"
14,42,58,80,24,64,46,6,44,28,40,60,38,66,54,86,94,10,2,96,36,56,30,32,76,68,70,82,72,26,8,78,90,98,48,74,88,20,12,4,92,52,22,62,84,100,18,50,34,16,"BRCA.LumA"
22,42,56,76,26,60,46,4,44,12,72,74,30,64,50,86,88,14,6,94,28,62,52,40,80,78,92,68,66,20,34,70,82,100,38,84,54,8,10,2,96,58,24,48,98,90,16,36,32,18,"BRCA.LumA"
42,30,70,88,12,54,40,6,34,36,62,52,16,60,58,94,86,8,44,96,50,74,72,32,68,92,84,66,82,2,24,46,98,76,20,80,78,14,4,10,56,64,18,28,90,100,48,38,22,28,"BRCA.LumA"
14,42,60,54,32,84,68,6,40,30,76,72,28,86,20,92,96,22,16,90,8,66,34,36,64,62,74,78,80,12,2,70,94,100,58,56,82,18,24,10,88,26,38,48,44,98,4,50,52,46,"BRCA.LumA"
32,50,66,82,8,76,46,4,42,48,64,80,34,72,26,94,96,30,12,88,6,70,58,28,52,54,56,84,78,18,2,74,86,98,36,62,92,16,22,10,90,68,14,60,40,100,44,38,20,24,"BRCA.LumA"
24,46,76,80,40,62,52,8,44,26,50,68,30,28,36,90,94,14,4,92,34,86,54,18,74,88,98,78,72,22,2,66,96,70,42,84,82,12,20,10,6,56,16,58,64,100,60,48,32,38,"BRCA.LumA"
26,58,86,54,20,72,62,4,40,36,56,80,34,82,46,94,98,12,22,96,16,64,42,30,68,60,70,78,74,14,6,76,92,52,44,84,48,8,18,2,88,50,10,66,90,100,24,38,28,32,"BRCA.LumA"
48,64,82,80,22,78,56,6,50,26,60,74,34,72,14,84,98,16,4,94,12,68,58,42,44,46,40,88,76,18,2,70,92,100,38,54,90,28,20,8,86,36,24,66,10,96,62,52,30,32,"BRCA.LumA"
20,44,82,66,18,84,56,6,36,26,50,72,24,70,8,88,98,16,2,100,12,78,28,32,60,76,64,68,74,34,4,62,94,92,54,58,90,14,30,10,86,48,42,80,52,96,22,46,40,38,"BRCA.LumA"
32,48,74,82,16,58,50,2,24,42,70,66,38,78,46,76,98,36,4,96,6,52,60,14,86,92,84,80,68,22,10,72,88,94,20,64,18,28,34,12,90,54,26,56,62,100,8,40,30,44,"BRCA.LumA"
34,46,80,68,32,64,72,10,54,28,16,78,44,62,18,88,98,30,38,92,22,84,36,52,8,6,4,82,86,42,2,76,94,100,58,66,96,20,24,12,14,60,56,74,70,90,26,50,48,40,"BRCA.LumA"
28,42,72,76,10,66,52,4,40,34,46,78,34,80,54,92,100,18,8,94,12,64,38,30,60,58,74,82,70,24,16,62,96,90,56,68,86,14,22,6,88,50,26,48,84,98,2,44,20,36,"BRCA.LumA"
36,44,80,88,18,70,62,4,52,20,78,74,24,72,4,86,100,12,8,90,14,76,66,42,64,54,50,82,92,26,6,56,94,96,28,60,34,22,16,10,84,30,46,48,40,98,68,58,38,32,"BRCA.LumA"
14,54,66,86,40,68,56,8,42,44,38,78,28,74,24,94,96,22,6,92,12,52,50,34,72,64,62,90,84,26,2,82,88,98,76,70,36,20,18,4,80,30,16,60,48,100,12,58,46,32,"BRCA.LumA"
30,62,66,82,36,10,58,6,42,52,26,84,28,72,12,96,100,40,22,94,4,60,68,48,54,50,44,90,74,18,2,76,88,98,56,78,86,16,32,8,80,70,20,34,46,92,14,64,24,38,"BRCA.LumA"
6,54,44,80,28,76,60,4,50,38,52,58,24,74,32,96,90,10,18,94,14,48,56,40,82,86,88,16,98,22,2,70,84,92,72,66,20,8,26,12,78,30,34,64,68,100,46,42,62,36,"BRCA.LumA"
26,54,70,82,36,20,66,6,56,32,44,76,24,80,12,92,98,18,4,88,8,74,62,52,30,42,28,90,78,22,2,72,84,96,58,68,94,16,14,10,86,64,40,60,48,100,50,34,46,38,"BRCA.LumA"
20,62,76,68,26,34,66,22,36,46,70,80,42,78,28,88,98,38,12,90,10,32,56,40,4,8,6,84,82,44,2,74,92,94,60,72,96,18,30,16,86,52,24,54,14,100,48,64,50,58,"BRCA.LumA"
40,30,90,78,64,84,68,8,48,28,24,46,14,34,4,88,92,16,38,86,6,74,52,42,76,72,66,80,82,18,2,62,94,98,32,58,50,20,12,22,96,36,56,44,10,100,70,60,26,54,"BRCA.LumA"
14,66,88,72,34,54,56,8,44,70,48,80,20,82,6,94,84,50,12,86,46,58,76,38,24,26,22,98,78,30,2,64,100,90,74,68,10,18,42,36,92,16,28,40,52,96,4,62,32,60,"BRCA.LumA"
